date,fund,IC,IF
2019-08-28 00:00:00,2.228228,4885.8,3795
2019-08-29 00:00:00,2.226279,4891.2,3782.2
2019-08-30 00:00:00,2.228228,4859,3791.8
2019-09-02 00:00:00,2.253571,4977.4,3832.6
2019-09-03 00:00:00,2.261369,5004,3835
2019-09-04 00:00:00,2.271116,5098,3888
2019-09-05 00:00:00,2.284762,5125.8,3923.6
2019-09-06 00:00:00,2.29256,5151.4,3958
2019-09-09 00:00:00,2.312055,5248.6,3968.2
2019-09-10 00:00:00,2.304257,5236.4,3960.6
2019-09-11 00:00:00,2.284762,5218,3933.8
2019-09-12 00:00:00,2.304257,5240.2,3976.8
2019-09-16 00:00:00,2.298409,5237.4,3959.8
2019-09-17 00:00:00,2.267217,5130,3888.4
2019-09-18 00:00:00,2.282813,5130.8,3904.2
2019-09-19 00:00:00,2.290611,5185.6,3925
2019-09-20 00:00:00,2.296459,5203.6,3932
2019-09-23 00:00:00,2.273066,5139.4,3894.8
2019-09-24 00:00:00,2.282813,5127.2,3894.6
2019-09-25 00:00:00,2.271116,5047.6,3869.6
2019-09-26 00:00:00,2.243824,4953.2,3844.4
2019-09-27 00:00:00,2.253571,4978.6,3855.8
2019-09-30 00:00:00,2.232127,4894,3794
2019-10-08 00:00:00,2.245773,4916.6,3828
2019-10-09 00:00:00,2.255521,4959.8,3832.8
2019-10-10 00:00:00,2.276965,5023.2,3863.8
2019-10-11 00:00:00,2.296459,5055.6,3913.4
2019-10-14 00:00:00,2.312055,5103,3945.2
2019-10-15 00:00:00,2.302308,5051.8,3934.8
2019-10-16 00:00:00,2.300358,5021,3917.8
2019-10-17 00:00:00,2.302308,5028.2,3926.8
2019-10-18 00:00:00,2.273066,4844.4,3880.6
2019-10-21 00:00:00,2.273066,4855.2,3866.8
2019-10-22 00:00:00,2.290611,4906.4,3878.8
2019-10-23 00:00:00,2.275015,4875,3862.8
