date,fund,IC,IF
2014-01-02 00:00:00,1.01,,2331.8
2014-01-03 00:00:00,0.999,,2302.4
2014-01-06 00:00:00,0.978,,2240.8
2014-01-07 00:00:00,0.981,,2238.4
2014-01-08 00:00:00,0.986,,2241.2
2014-01-09 00:00:00,0.977,,2223.6
2014-01-10 00:00:00,0.968,,2218
2014-01-13 00:00:00,0.965,,2204.4
2014-01-14 00:00:00,0.976,,2217.6
2014-01-15 00:00:00,0.976,,2211.6
2014-01-16 00:00:00,0.978,,2211.2
2014-01-17 00:00:00,0.968,,2182.8
2014-01-20 00:00:00,0.962,,2184.6
2014-01-21 00:00:00,0.972,,2206.4
2014-01-22 00:00:00,0.993,,2254.6
2014-01-23 00:00:00,0.992,,2244.2
2014-01-24 00:00:00,0.999,,2251.8
2014-01-27 00:00:00,0.988,,2227
2014-01-28 00:00:00,0.99,,2230.8
2014-01-29 00:00:00,0.996,,2240
2014-01-30 00:00:00,0.988,,2199.2
2014-02-07 00:00:00,0.996,,2214.6
2014-02-10 00:00:00,1.02,,2260.4
2014-02-11 00:00:00,1.027,,2277.4
2014-02-12 00:00:00,1.036,,2284
2014-02-13 00:00:00,1.025,,2273.4
2014-02-14 00:00:00,1.033,,2288.4
2014-02-17 00:00:00,1.046,,2305.4
2014-02-18 00:00:00,1.033,,2280.4
2014-02-19 00:00:00,1.039,,2308.8
2014-02-20 00:00:00,1.026,,2282.8
2014-02-21 00:00:00,1.02,,2266.2
2014-02-24 00:00:00,1.002,,2206.2
2014-02-25 00:00:00,0.975,,2145.6
2014-02-26 00:00:00,0.98,,2149
2014-02-27 00:00:00,0.976,,2148.2
2014-02-28 00:00:00,0.988,,2174
2014-03-03 00:00:00,0.997,,2163.8
2014-03-04 00:00:00,0.992,,2169.8
2014-03-05 00:00:00,0.983,,2149.6
2014-03-06 00:00:00,0.985,,2167.4
2014-03-07 00:00:00,0.983,,2141.2
2014-03-10 00:00:00,0.956,,2062.8
2014-03-11 00:00:00,0.959,,2088.6
2014-03-12 00:00:00,0.963,,2085.8
2014-03-13 00:00:00,0.971,,2105.4
2014-03-14 00:00:00,0.965,,2100
2014-03-17 00:00:00,0.978,,2137.4
2014-03-18 00:00:00,0.979,,2114.4
2014-03-19 00:00:00,0.972,,2123.2
2014-03-20 00:00:00,0.957,,2081.6
2014-03-21 00:00:00,0.982,,2153.8
2014-03-24 00:00:00,0.987,,2150.8
2014-03-25 00:00:00,0.984,,2152.6
2014-03-26 00:00:00,0.988,,2153
2014-03-27 00:00:00,0.981,,2134.8
2014-03-28 00:00:00,0.975,,2145
2014-03-31 00:00:00,0.976,,2143.4
2014-04-01 00:00:00,0.985,,2158.4
2014-04-02 00:00:00,0.989,,2175
2014-04-03 00:00:00,0.981,,2159.6
2014-04-04 00:00:00,0.99,,2188
2014-04-08 00:00:00,1.008,,2247.2
2014-04-09 00:00:00,1.012,,2236.2
2014-04-10 00:00:00,1.023,,2285
2014-04-11 00:00:00,1.022,,2272
2014-04-14 00:00:00,1.022,,2272.4
2014-04-15 00:00:00,1.007,,2236.8
2014-04-16 00:00:00,1.009,,2233
2014-04-17 00:00:00,1.004,,2229
2014-04-18 00:00:00,1.004,,2221.4
2014-04-21 00:00:00,0.99,,2179.8
2014-04-22 00:00:00,0.99,,2188.6
2014-04-23 00:00:00,0.988,,2185
2014-04-24 00:00:00,0.986,,2183.2
2014-04-25 00:00:00,0.977,,2172.4
2014-04-28 00:00:00,0.96,,2143.6
2014-04-29 00:00:00,0.97,,2160.8
2014-04-30 00:00:00,0.973,,2147
2014-05-05 00:00:00,0.975,,2156.6
2014-05-06 00:00:00,0.977,,2144.8
2014-05-07 00:00:00,0.968,,2136
2014-05-08 00:00:00,0.967,,2137.4
2014-05-09 00:00:00,0.961,,2138
2014-05-12 00:00:00,0.975,,2178.8
2014-05-13 00:00:00,0.974,,2166.6
2014-05-14 00:00:00,0.974,,2165.6
2014-05-15 00:00:00,0.963,,2136.6
2014-05-16 00:00:00,0.962,,2130.4
2014-05-19 00:00:00,0.953,,2099.6
2014-05-20 00:00:00,0.954,,2099.4
2014-05-21 00:00:00,0.962,,2119.2
2014-05-22 00:00:00,0.964,,2114.2
2014-05-23 00:00:00,0.973,,2143.2
2014-05-26 00:00:00,0.978,,2148.2
2014-05-27 00:00:00,0.978,,2142.2
2014-05-28 00:00:00,0.988,,2173.8
2014-05-29 00:00:00,0.982,,2153.4
2014-05-30 00:00:00,0.982,,2147.8
2014-06-03 00:00:00,0.98,,2139.2
2014-06-04 00:00:00,0.972,,2125.2
2014-06-05 00:00:00,0.98,,2149.6
2014-06-06 00:00:00,0.976,,2125.6
2014-06-09 00:00:00,0.976,,2128.2
2014-06-10 00:00:00,0.988,,2157.6
2014-06-11 00:00:00,0.99,,2151.2
2014-06-12 00:00:00,0.987,,2150.4
2014-06-13 00:00:00,0.999,,2177.2
2014-06-16 00:00:00,1.004,,2186.6
2014-06-17 00:00:00,0.997,,2173
2014-06-18 00:00:00,0.991,,2164.2
2014-06-19 00:00:00,0.978,,2130.6
2014-06-20 00:00:00,0.983,,2132.8
2014-06-23 00:00:00,0.984,,2123.2
2014-06-24 00:00:00,0.991,,2132.2
2014-06-25 00:00:00,0.986,,2126
2014-06-26 00:00:00,0.993,,2135.6
2014-06-27 00:00:00,0.997,,2142.4
2014-06-30 00:00:00,1.005,,2154.2
2014-07-01 00:00:00,1.005,,2156.2
2014-07-02 00:00:00,1.009,,2163.2
2014-07-03 00:00:00,1.013,,2167.4
2014-07-04 00:00:00,1.012,,2166.6
2014-07-07 00:00:00,1.011,,2163.2
2014-07-08 00:00:00,1.018,,2167
2014-07-09 00:00:00,1.004,,2132.2
2014-07-10 00:00:00,1.004,,2133.2
2014-07-11 00:00:00,1.01,,2138
2014-07-14 00:00:00,1.021,,2162.4
2014-07-15 00:00:00,1.022,,2163
2014-07-16 00:00:00,1.018,,2163.4
2014-07-17 00:00:00,1.013,,2155.8
2014-07-18 00:00:00,1.017,,2167.4
2014-07-21 00:00:00,1.016,,2157.4
2014-07-22 00:00:00,1.029,,2186.4
2014-07-23 00:00:00,1.03,,2190.6
2014-07-24 00:00:00,1.042,,2240.4
2014-07-25 00:00:00,1.049,,2274.6
2014-07-28 00:00:00,1.075,,2336.4
2014-07-29 00:00:00,1.08,,2335.4
2014-07-30 00:00:00,1.074,,2328.8
2014-07-31 00:00:00,1.085,,2370.8
2014-08-01 00:00:00,1.077,,2342.6
2014-08-04 00:00:00,1.094,,2386.4
2014-08-05 00:00:00,1.091,,2368
2014-08-06 00:00:00,1.088,,2362
2014-08-07 00:00:00,1.077,,2334.4
2014-08-08 00:00:00,1.08,,2338.6
2014-08-11 00:00:00,1.096,,2360
2014-08-12 00:00:00,1.094,,2365.8
2014-08-13 00:00:00,1.091,,2358.8
2014-08-14 00:00:00,1.082,,2345.2
2014-08-15 00:00:00,1.093,,2378
2014-08-18 00:00:00,1.099,,2376.2
2014-08-19 00:00:00,1.1,,2374.4
2014-08-20 00:00:00,1.095,,2364.4
2014-08-21 00:00:00,1.09,,2354.8
2014-08-22 00:00:00,1.096,,2372.2
2014-08-25 00:00:00,1.087,,2348
2014-08-26 00:00:00,1.076,,2337.6
2014-08-27 00:00:00,1.078,,2336
2014-08-28 00:00:00,1.07,,2330.6
2014-08-29 00:00:00,1.083,,2351.6
2014-09-01 00:00:00,1.095,,2349.6
2014-09-02 00:00:00,1.109,,2389.4
2014-09-03 00:00:00,1.12,,2411.6
2014-09-04 00:00:00,1.127,,2445.6
2014-09-05 00:00:00,1.132,,2470.2
2014-09-09 00:00:00,1.128,,2457.6
2014-09-10 00:00:00,1.123,,2441.4
2014-09-11 00:00:00,1.119,,2418
2014-09-12 00:00:00,1.126,,2439.2
2014-09-15 00:00:00,1.125,,2433
2014-09-16 00:00:00,1.102,,2394.2
2014-09-17 00:00:00,1.108,,2402
2014-09-18 00:00:00,1.114,,2405.8
2014-09-19 00:00:00,1.121,,2441.4
2014-09-22 00:00:00,1.102,,2389.2
2014-09-23 00:00:00,1.111,,2403.8
2014-09-24 00:00:00,1.125,,2468.4
2014-09-25 00:00:00,1.124,,2454.6
2014-09-26 00:00:00,1.124,,2450.8
2014-09-29 00:00:00,1.127,,2455.2
2014-09-30 00:00:00,1.129,,2453.2
2014-10-08 00:00:00,1.139,,2483.6
2014-10-09 00:00:00,1.14,,2475
2014-10-10 00:00:00,1.13,,2469.8
2014-10-13 00:00:00,1.122,,2454.4
2014-10-14 00:00:00,1.118,,2438.6
2014-10-15 00:00:00,1.127,,2455
2014-10-16 00:00:00,1.117,,2446.6
2014-10-17 00:00:00,1.113,,2438
2014-10-20 00:00:00,1.122,,2453.8
2014-10-21 00:00:00,1.114,,2439.4
2014-10-22 00:00:00,1.11,,2428.6
2014-10-23 00:00:00,1.1,,2405.6
2014-10-24 00:00:00,1.101,,2396.6
2014-10-27 00:00:00,1.098,,2381
2014-10-28 00:00:00,1.117,,2425.8
2014-10-29 00:00:00,1.131,,2457.6
2014-10-30 00:00:00,1.136,,2469.6
2014-10-31 00:00:00,1.149,,2523.2
2014-11-03 00:00:00,1.154,,2511.2
2014-11-04 00:00:00,1.151,,2511
2014-11-05 00:00:00,1.152,,2515.2
2014-11-06 00:00:00,1.152,,2517.2
2014-11-07 00:00:00,1.151,,2496.4
2014-11-10 00:00:00,1.173,,2564.8
2014-11-11 00:00:00,1.163,,2549.4
2014-11-12 00:00:00,1.177,,2584.2
2014-11-13 00:00:00,1.166,,2570.8
2014-11-14 00:00:00,1.162,,2578.2
2014-11-17 00:00:00,1.162,,2567
2014-11-18 00:00:00,1.152,,2545
2014-11-19 00:00:00,1.152,,2541.4
2014-11-20 00:00:00,1.149,,2553.2
2014-11-21 00:00:00,1.166,,2602.8
2014-11-24 00:00:00,1.188,,2674.4
2014-11-25 00:00:00,1.205,,2724.4
2014-11-26 00:00:00,1.219,,2745.6
2014-11-27 00:00:00,1.225,,2754.8
2014-11-28 00:00:00,1.246,,2826
2014-12-01 00:00:00,1.248,,2809.2
2014-12-02 00:00:00,1.283,,2936
2014-12-03 00:00:00,1.292,,2996.2
2014-12-04 00:00:00,1.333,,3195.8
2014-12-05 00:00:00,1.332,,3183
2014-12-08 00:00:00,1.362,,3327.2
2014-12-09 00:00:00,1.299,,3143
2014-12-10 00:00:00,1.335,,3229.6
2014-12-11 00:00:00,1.33,,3207.8
2014-12-12 00:00:00,1.333,,3215.8
2014-12-15 00:00:00,1.341,,3244
2014-12-16 00:00:00,1.363,,3322.8
2014-12-17 00:00:00,1.381,,3363.6
2014-12-18 00:00:00,1.373,,3490.6
2014-12-19 00:00:00,1.381,,3503
2014-12-22 00:00:00,1.374,,3399.4
2014-12-23 00:00:00,1.35,,3313
2014-12-24 00:00:00,1.325,,3259
2014-12-25 00:00:00,1.358,,3381
2014-12-26 00:00:00,1.391,,3483
2014-12-29 00:00:00,1.388,,3474.6
2014-12-30 00:00:00,1.392,,3482.6
2014-12-31 00:00:00,1.415,,3593.2
2015-01-05 00:00:00,1.451,,3671.4
2015-01-06 00:00:00,1.457,,3656.8
2015-01-07 00:00:00,1.455,,3663.2
2015-01-08 00:00:00,1.439,,3562
2015-01-09 00:00:00,1.437,,3528
2015-01-12 00:00:00,1.431,,3537.6
2015-01-13 00:00:00,1.442,,3529.6
2015-01-14 00:00:00,1.439,,3504.2
2015-01-15 00:00:00,1.467,,3625
2015-01-16 00:00:00,1.48,,3667.2
2015-01-19 00:00:00,1.41,,3316.2
2015-01-20 00:00:00,1.438,,3394.4
2015-01-21 00:00:00,1.484,,3546
2015-01-22 00:00:00,1.493,,3561.2
2015-01-23 00:00:00,1.489,,3597
2015-01-26 00:00:00,1.506,,3626.8
2015-01-27 00:00:00,1.498,,3574.6
2015-01-28 00:00:00,1.484,,3523.6
2015-01-29 00:00:00,1.472,,3493.6
2015-01-30 00:00:00,1.454,,3429.2
2015-02-02 00:00:00,1.432,,3397
2015-02-03 00:00:00,1.46,,3455.4
2015-02-04 00:00:00,1.45,,3392
2015-02-05 00:00:00,1.443,,3355.2
2015-02-06 00:00:00,1.418,,3344.6
2015-02-09 00:00:00,1.416,,3376.2
2015-02-10 00:00:00,1.438,,3437.4
2015-02-11 00:00:00,1.451,,3447
2015-02-12 00:00:00,1.456,,3455.8
2015-02-13 00:00:00,1.474,,3500
2015-02-16 00:00:00,1.488,,3544.8
2015-02-17 00:00:00,1.501,,3558
2015-02-25 00:00:00,1.484,,3487.8
2015-02-26 00:00:00,1.502,,3612.6
2015-02-27 00:00:00,1.507,,3587.2
2015-03-02 00:00:00,1.523,,3606.2
2015-03-03 00:00:00,1.497,,3539.6
2015-03-04 00:00:00,1.509,,3533.2
2015-03-05 00:00:00,1.501,,3506.6
2015-03-06 00:00:00,1.488,,3490.2
2015-03-09 00:00:00,1.514,,3564.4
2015-03-10 00:00:00,1.518,,3527.8
2015-03-11 00:00:00,1.523,,3542.2
2015-03-12 00:00:00,1.537,,3592
2015-03-13 00:00:00,1.552,,3622.8
2015-03-16 00:00:00,1.593,,3713.8
2015-03-17 00:00:00,1.61,,3765
2015-03-18 00:00:00,1.637,,3813
2015-03-19 00:00:00,1.634,,3829.8
2015-03-20 00:00:00,1.654,,3919
2015-03-23 00:00:00,1.695,,3994.2
2015-03-24 00:00:00,1.708,,3963.6
2015-03-25 00:00:00,1.709,,3951.8
2015-03-26 00:00:00,1.696,,3934
2015-03-27 00:00:00,1.711,,3985.6
2015-03-30 00:00:00,1.74,,4140.6
2015-03-31 00:00:00,1.744,,4035.8
2015-04-01 00:00:00,1.776,,4122.8
2015-04-02 00:00:00,1.79,,4106.2
2015-04-03 00:00:00,1.815,,4206
2015-04-07 00:00:00,1.857,,4239.8
2015-04-08 00:00:00,1.859,,4247.6
2015-04-09 00:00:00,1.849,,4226.2
2015-04-10 00:00:00,1.885,,4377
2015-04-13 00:00:00,1.912,,4421
2015-04-14 00:00:00,1.908,,4416.6
2015-04-15 00:00:00,1.862,,4382.4
2015-04-16 00:00:00,1.897,,4521.2
2015-04-17 00:00:00,1.909,7758.2,4599.2
2015-04-20 00:00:00,1.863,7622.2,4516.4
2015-04-21 00:00:00,1.918,8140.4,4618.8
2015-04-22 00:00:00,1.97,8189.8,4761
2015-04-23 00:00:00,1.979,8265.6,4716
2015-04-24 00:00:00,1.963,8327.2,4722
2015-04-27 00:00:00,1.991,8347.2,4804
2015-04-28 00:00:00,1.96,8147,4721
2015-04-29 00:00:00,1.984,8302.2,4771
2015-04-30 00:00:00,1.992,8338.8,4767.8
2015-05-04 00:00:00,2.002,8347.2,4757.6
2015-05-05 00:00:00,1.939,8145,4618
2015-05-06 00:00:00,1.929,8040.8,4582
2015-05-07 00:00:00,1.906,7911.4,4503.2
2015-05-08 00:00:00,1.961,8171.2,4541.4
2015-05-11 00:00:00,2.029,8489.8,4658
2015-05-12 00:00:00,2.065,8647.8,4704
2015-05-13 00:00:00,2.063,8695.8,4674.2
2015-05-14 00:00:00,2.058,8760.4,4664
2015-05-15 00:00:00,2.045,8579.8,4563
2015-05-18 00:00:00,2.059,8798.4,4536.8
2015-05-19 00:00:00,2.114,9120.8,4774
2015-05-20 00:00:00,2.147,9286.8,4775
2015-05-21 00:00:00,2.195,9734.6,4891.8
2015-05-22 00:00:00,2.23,9741.2,5022.8
2015-05-25 00:00:00,2.277,9966.6,5156.4
2015-05-26 00:00:00,2.332,10532.2,5274.2
2015-05-27 00:00:00,2.345,10552,5290
2015-05-28 00:00:00,2.215,9977.2,4943.2
2015-05-29 00:00:00,2.232,10121,4897
2015-06-01 00:00:00,2.334,11025.6,5249
2015-06-02 00:00:00,2.389,11250.4,5264.2
2015-06-03 00:00:00,2.39,11103.2,5182.6
2015-06-04 00:00:00,2.39,10869.2,5250.4
2015-06-05 00:00:00,2.416,10949,5230.4
2015-06-08 00:00:00,2.401,10602.6,5335.4
2015-06-09 00:00:00,2.39,10700.4,5250.4
2015-06-10 00:00:00,2.416,10987.8,5252.8
2015-06-11 00:00:00,2.432,11258.8,5299.6
2015-06-12 00:00:00,2.463,11427.8,5361.6
2015-06-15 00:00:00,2.405,11228.6,5199.8
2015-06-16 00:00:00,2.33,10839,5069.2
2015-06-17 00:00:00,2.363,11033.4,5113.8
2015-06-18 00:00:00,2.281,10672.6,4934
2015-06-19 00:00:00,2.155,9990,4598
2015-06-23 00:00:00,2.2,9862.6,4730.8
2015-06-24 00:00:00,2.234,10058,4858.2
2015-06-25 00:00:00,2.15,9381.6,4587.2
2015-06-26 00:00:00,1.991,8629,4212.4
2015-06-29 00:00:00,1.896,7768.4,4014.2
2015-06-30 00:00:00,2.013,8346,4381.4
2015-07-01 00:00:00,1.922,7509.4,4059
2015-07-02 00:00:00,1.831,7667.8,4130
2015-07-03 00:00:00,1.731,7404.8,3931.8
2015-07-06 00:00:00,1.734,7440,4040.6
2015-07-07 00:00:00,1.662,6516.2,3696.8
2015-07-08 00:00:00,1.58,5956.6,3463.4
2015-07-09 00:00:00,1.665,6552.2,3810
2015-07-10 00:00:00,1.753,7207.4,4166.6
2015-07-13 00:00:00,1.833,7569.6,4085.4
2015-07-14 00:00:00,1.841,7645,4001.6
2015-07-15 00:00:00,1.775,7136,3858.4
2015-07-16 00:00:00,1.791,7531.8,4008
2015-07-17 00:00:00,1.861,7857.6,4124.4
2015-07-20 00:00:00,1.88,7589,3950
2015-07-21 00:00:00,1.9,7715,3969
2015-07-22 00:00:00,1.904,7773,3945.2
2015-07-23 00:00:00,1.953,8386,4183.8
2015-07-24 00:00:00,1.925,7980,4012.2
2015-07-27 00:00:00,1.785,7341.4,3647.8
2015-07-28 00:00:00,1.749,7221,3654
2015-07-29 00:00:00,1.81,7702.8,3821.4
2015-07-30 00:00:00,1.748,7232,3653.8
2015-07-31 00:00:00,1.737,7399,3693.4
2015-08-03 00:00:00,1.716,7065.2,3638.2
2015-08-04 00:00:00,1.787,7657.6,3837.6
2015-08-05 00:00:00,1.766,7486.4,3762.6
2015-08-06 00:00:00,1.757,7545.4,3766.8
2015-08-07 00:00:00,1.807,7851.2,3854.6
2015-08-10 00:00:00,1.89,8330,4032.8
2015-08-11 00:00:00,1.888,8200.6,4001.2
2015-08-12 00:00:00,1.861,8082.2,3966.8
2015-08-13 00:00:00,1.884,8345.8,4015.6
2015-08-14 00:00:00,1.883,8397,4008.6
2015-08-17 00:00:00,1.896,8659,4003.8
2015-08-18 00:00:00,1.776,7802,3755
2015-08-19 00:00:00,1.81,8151.2,3808.2
2015-08-20 00:00:00,1.756,7557,3601
2015-08-21 00:00:00,1.668,7207.4,3469.2
2015-08-24 00:00:00,1.531,6523.6,3132.2
2015-08-25 00:00:00,1.429,5871.4,2821.6
2015-08-26 00:00:00,1.416,5400.2,2749.6
2015-08-27 00:00:00,1.488,5928.2,3030.8
2015-08-28 00:00:00,1.559,6402.6,3188.4
2015-08-31 00:00:00,1.529,5961.4,3070.2
2015-09-01 00:00:00,1.478,5373,2999
2015-09-02 00:00:00,1.47,5377,2965.8
2015-09-07 00:00:00,1.448,5795,3096.2
2015-09-08 00:00:00,1.501,6383,3338
2015-09-09 00:00:00,1.543,6369,3328.2
2015-09-10 00:00:00,1.524,6319,3296.6
2015-09-11 00:00:00,1.525,6420,3311.4
2015-09-14 00:00:00,1.463,5758.2,3130.6
2015-09-15 00:00:00,1.41,5663.6,3142.2
2015-09-16 00:00:00,1.488,6050.8,3304.8
2015-09-17 00:00:00,1.464,5955,3240.6
2015-09-18 00:00:00,1.477,6010.2,3255
2015-09-21 00:00:00,1.516,6170.2,3232.2
2015-09-22 00:00:00,1.526,6077.8,3232.8
2015-09-23 00:00:00,1.507,5980.4,3161
2015-09-24 00:00:00,1.518,6100,3187
2015-09-25 00:00:00,1.483,5787.4,3118
2015-09-28 00:00:00,1.509,5994.4,3150
2015-09-29 00:00:00,1.491,5914,3082.8
2015-09-30 00:00:00,1.495,5917.8,3121.4
2015-10-08 00:00:00,1.551,6195.2,3214.8
2015-10-09 00:00:00,1.577,6406.8,3310
2015-10-12 00:00:00,1.631,6642.6,3421
2015-10-13 00:00:00,1.639,6688.6,3414.8
2015-10-14 00:00:00,1.615,6645.2,3377
2015-10-15 00:00:00,1.662,6954.8,3493.8
2015-10-16 00:00:00,1.685,6979.8,3348
2015-10-19 00:00:00,1.685,6685,3290
2015-10-20 00:00:00,1.708,6850,3358
2015-10-21 00:00:00,1.627,6478.8,3236
2015-10-22 00:00:00,1.672,6666.2,3304.4
2015-10-23 00:00:00,1.706,6908,3370.8
2015-10-26 00:00:00,1.726,6865,3370
2015-10-27 00:00:00,1.732,6903.4,3379
2015-10-28 00:00:00,1.697,6683.4,3318
2015-10-29 00:00:00,1.708,6782,3338.8
2015-10-30 00:00:00,1.712,6783.8,3342.2
2015-11-02 00:00:00,1.688,6668.8,3299.8
2015-11-03 00:00:00,1.685,6656.2,3282
2015-11-04 00:00:00,1.765,7090.6,3492
2015-11-05 00:00:00,1.77,7066.4,3543.2
2015-11-06 00:00:00,1.804,7293.8,3675
2015-11-09 00:00:00,1.831,7353.8,3691.2
2015-11-10 00:00:00,1.831,7394,3688.4
2015-11-11 00:00:00,1.841,7545,3723.2
2015-11-12 00:00:00,1.836,7519,3666.2
2015-11-13 00:00:00,1.802,7468,3628
2015-11-16 00:00:00,1.831,7638,3650
2015-11-17 00:00:00,1.821,7547.6,3605.6
2015-11-18 00:00:00,1.809,7499,3596.2
2015-11-19 00:00:00,1.848,7697,3688.8
2015-11-20 00:00:00,1.861,7442.6,3644.8
2015-11-23 00:00:00,1.844,7356.6,3619.2
2015-11-24 00:00:00,1.85,7471,3655.6
2015-11-25 00:00:00,1.875,7631,3695
2015-11-26 00:00:00,1.864,7531.8,3662
2015-11-27 00:00:00,1.768,7092.6,3487.4
2015-11-30 00:00:00,1.78,7118.2,3485.8
2015-12-01 00:00:00,1.785,7137.6,3524.8
2015-12-02 00:00:00,1.798,7280.2,3692
2015-12-03 00:00:00,1.829,7377.8,3699.6
2015-12-04 00:00:00,1.81,7315.8,3638
2015-12-07 00:00:00,1.827,7339.4,3620
2015-12-08 00:00:00,1.803,7230,3579.2
2015-12-09 00:00:00,1.813,7212,3593.2
2015-12-10 00:00:00,1.804,7170,3567
2015-12-11 00:00:00,1.787,7227.4,3593
2015-12-14 00:00:00,1.813,7422,3711.8
2015-12-15 00:00:00,1.829,7446,3670.4
2015-12-16 00:00:00,1.835,7492.6,3675
2015-12-17 00:00:00,1.876,7693.6,3754.4
2015-12-18 00:00:00,1.874,7700.8,3772
2015-12-21 00:00:00,1.896,7585,3800.2
2015-12-22 00:00:00,1.908,7650,3819
2015-12-23 00:00:00,1.886,7516.4,3805
2015-12-24 00:00:00,1.883,7533.4,3775.2
2015-12-25 00:00:00,1.891,7595.8,3806.8
2015-12-28 00:00:00,1.854,7305,3647.6
2015-12-29 00:00:00,1.878,7418.2,3695.8
2015-12-30 00:00:00,1.887,7511.4,3696.8
2015-12-31 00:00:00,1.864,7349,3658.2
2016-01-04 00:00:00,1.733,6881.2,3425
2016-01-05 00:00:00,1.725,6699,3408.8
2016-01-06 00:00:00,1.763,6814.4,3465
2016-01-07 00:00:00,1.641,6360,3245.2
2016-01-08 00:00:00,1.671,6399.8,3309
2016-01-11 00:00:00,1.582,5940.4,3151.8
2016-01-12 00:00:00,1.582,6074.8,3196.6
2016-01-13 00:00:00,1.535,5904.4,3152.8
2016-01-14 00:00:00,1.574,6078,3204.6
2016-01-15 00:00:00,1.524,5942.8,3132.8
2016-01-18 00:00:00,1.54,5695.2,3042
2016-01-19 00:00:00,1.593,5928.8,3134
2016-01-20 00:00:00,1.577,5835,3074
2016-01-21 00:00:00,1.523,5679,3011
2016-01-22 00:00:00,1.543,5779.8,3042
2016-01-25 00:00:00,1.56,5800,3044.2
2016-01-26 00:00:00,1.468,5401.2,2899
2016-01-27 00:00:00,1.45,5280.4,2867.6
2016-01-28 00:00:00,1.401,5155,2816.8
2016-01-29 00:00:00,1.452,5329.8,2903.8
2016-02-01 00:00:00,1.441,5323,2883.8
2016-02-02 00:00:00,1.486,5523.6,2948.8
2016-02-03 00:00:00,1.492,5556.8,2939.4
2016-02-04 00:00:00,1.517,5695,2978.8
2016-02-05 00:00:00,1.504,5617,2937.2
2016-02-15 00:00:00,1.502,5651.4,2929.8
2016-02-16 00:00:00,1.555,5881,3016.6
2016-02-17 00:00:00,1.568,5947,3045.6
2016-02-18 00:00:00,1.562,5950.2,2981.8
2016-02-19 00:00:00,1.563,5767.8,2980.8
2016-02-22 00:00:00,1.593,5869.2,3042
2016-02-23 00:00:00,1.582,5845,3022.4
2016-02-24 00:00:00,1.579,5881.8,3039.8
2016-02-25 00:00:00,1.476,5361,2847
2016-02-26 00:00:00,1.485,5417.8,2880
2016-02-29 00:00:00,1.431,5075.2,2789
2016-03-01 00:00:00,1.455,5227.4,2864.2
2016-03-02 00:00:00,1.516,5587.8,3009
2016-03-03 00:00:00,1.516,5603.8,3008.6
2016-03-04 00:00:00,1.501,5452,3052.4
2016-03-07 00:00:00,1.516,5595,3083.8
2016-03-08 00:00:00,1.518,5661,3075.4
2016-03-09 00:00:00,1.495,5500,3016.6
2016-03-10 00:00:00,1.472,5396,2983
2016-03-11 00:00:00,1.472,5413.2,2986.6
2016-03-14 00:00:00,1.509,5629.6,3042
2016-03-15 00:00:00,1.508,5608,3046.6
2016-03-16 00:00:00,1.503,5565.4,3062
2016-03-17 00:00:00,1.539,5760,3123
2016-03-18 00:00:00,1.578,5944.6,3176.8
2016-03-21 00:00:00,1.608,5929.8,3210.2
2016-03-22 00:00:00,1.602,5921.6,3194.6
2016-03-23 00:00:00,1.611,5949.2,3196
2016-03-24 00:00:00,1.591,5843.4,3144.8
2016-03-25 00:00:00,1.597,5910.4,3162.8
2016-03-28 00:00:00,1.587,5857,3129.8
2016-03-29 00:00:00,1.567,5788.8,3104
2016-03-30 00:00:00,1.615,6020.8,3190
2016-03-31 00:00:00,1.621,6020,3191
2016-04-01 00:00:00,1.618,6028,3206.6
2016-04-05 00:00:00,1.649,6190.4,3236.2
2016-04-06 00:00:00,1.654,6223.4,3239.4
2016-04-07 00:00:00,1.634,6156,3202.8
2016-04-08 00:00:00,1.622,6114.2,3180
2016-04-11 00:00:00,1.656,6237,3213.8
2016-04-12 00:00:00,1.644,6239.8,3215.4
2016-04-13 00:00:00,1.664,6306,3251.6
2016-04-14 00:00:00,1.676,6381.2,3269.2
2016-04-15 00:00:00,1.675,6376.6,3270.2
2016-04-18 00:00:00,1.655,6093.2,3191.6
2016-04-19 00:00:00,1.66,6102.6,3192.6
2016-04-20 00:00:00,1.611,5791.2,3114.8
2016-04-21 00:00:00,1.599,5788.4,3115
2016-04-22 00:00:00,1.618,5850,3141.2
2016-04-25 00:00:00,1.613,5815.4,3127.6
2016-04-26 00:00:00,1.628,5885,3143
2016-04-27 00:00:00,1.627,5865.8,3125.8
2016-04-28 00:00:00,1.625,5833,3121.2
2016-04-29 00:00:00,1.628,5844.8,3128
2016-05-03 00:00:00,1.666,6085,3200
2016-05-04 00:00:00,1.663,6062.8,3188.2
2016-05-05 00:00:00,1.669,6132.8,3192.6
2016-05-06 00:00:00,1.62,5887.8,3088.4
2016-05-09 00:00:00,1.58,5652.8,3022
2016-05-10 00:00:00,1.581,5650,3035.2
2016-05-11 00:00:00,1.582,5640.4,3052.4
2016-05-12 00:00:00,1.592,5670,3066.6
2016-05-13 00:00:00,1.586,5659.2,3068
2016-05-16 00:00:00,1.604,5772.2,3082.4
2016-05-17 00:00:00,1.598,5779.2,3081.4
2016-05-18 00:00:00,1.572,5632.8,3058.6
2016-05-19 00:00:00,1.574,5469,3014.2
2016-05-20 00:00:00,1.585,5562.8,3034.2
2016-05-23 00:00:00,1.607,5635.2,3043
